t,intr_x,intr_y,intr_z,def0_x,def0_y,def0_z,def1_x,def1_y,def1_z,event
13.0,-1275.8365478515625,8.187502231749022e-09,-552.6842651367188,-44.10399627685547,-4.492142200469971,-2.9856181144714355,-44.18398666381836,4.1707892417907715,-2.945725679397583,
13.100000000000001,-1285.553955078125,6.988981393618587e-09,-556.8591918945312,-44.44029998779297,-4.491888523101807,-2.9853105545043945,-44.52029037475586,4.169548988342285,-2.945418119430542,
13.200000000000001,-1305.665771484375,5.92851945313555e-09,-565.9984741210938,-44.74120330810547,-4.491661548614502,-2.985034704208374,-44.82119369506836,4.1684465408325195,-2.9451420307159424,
13.3,-1305.0675048828125,4.5566128648033555e-09,-565.3021850585938,-45.121761322021484,-4.491374492645264,-2.9846861362457275,-45.201751708984375,4.1670637130737305,-2.9447929859161377,
13.4,-1325.02197265625,2.9853708394256273e-09,-574.2572631835938,-45.48461151123047,-4.491100788116455,-2.984353542327881,-45.56460189819336,4.1657538414001465,-2.9444611072540283,
13.5,-1324.423583984375,1.4473990894714461e-09,-573.5606689453125,-45.85631561279297,-4.490820407867432,-2.984013557434082,-45.93630599975586,4.1644287109375,-2.944120407104492,
13.600000000000001,-1344.4410400390625,-1.2470646737483548e-10,-582.58935546875,-46.17491912841797,-4.490580081939697,-2.9837212562561035,-46.25490951538086,4.163295745849609,-2.943828582763672,
13.700000000000001,-1354.158447265625,-1.764306700735574e-09,-586.7650146484375,-46.52892303466797,-4.490325927734375,-2.9833977222442627,-46.653167724609375,4.161899089813232,-2.9434635639190674,
13.8,-1363.828369140625,-3.625843847387955e-09,-590.885009765625,-46.909481048583984,-4.4900593757629395,-2.983048677444458,-46.989471435546875,4.160722732543945,-2.9431560039520264,
13.9,-1363.308837890625,-5.223825816358385e-09,-590.2803344726562,-47.23693084716797,-4.489830017089844,-2.9827489852905273,-47.31692123413086,4.15959358215332,-2.9428558349609375,
14.0,-1372.97900390625,-7.231945708952026e-09,-594.4010009765625,-47.60863494873047,-4.489569664001465,-2.982408285140991,-47.68862533569336,4.158314228057861,-2.9425151348114014,
14.100000000000001,-1392.9176025390625,-9.427945535378512e-09,-603.3379516601562,-47.971492767333984,-4.489315509796143,-2.9820756912231445,-48.051483154296875,4.157082557678223,-2.942183256149292,
14.200000000000001,-1392.3193359375,-1.1493055396272212e-08,-602.6414794921875,-48.343196868896484,-4.489055156707764,-2.9817357063293457,-48.423187255859375,4.155821800231934,-2.941842555999756,
